id,descripcion_conc
440,madrid encantado ruta guiada nocturna ciudad conocer madrid noche mejores formas existen disfrutar visita guiada recorrido ahondará aquellas leyendas mantenido largo tiempo llegado días descubriendo misterios desconocidos edificios singulares madrid sabiendo casas ocurrido terroríficos sucesos paranormales tour leyendas historia misterios hará ver ciudad ojos años historias secretos guía hará disfrutar manera amena sorprendente ponte marcha descubre madrid
350,madrid segway ruta guiada ada madrid segway tour persona informaci oacute n fecha hora lugar segway madrid duraci oacute n hora edad p uacute blicos tras compra imprescindible mires instrucciones mail confirmaci oacute n completar garantizar reserva ruta plaza mayor mercado san miguel restaurante bot iacute n plaza villa calle sacramento calle factor palacio real catedral almudena plaza oriente plaza oacute pera puntos emblem aacute ticos m aacute s descripci oacute n ver madrid pie bonito verlo subido segway m aacute s bonito uacute n d iacute solo horas madrid muchas cosas ver s uacute bete segway disfruta hora visita guiada tendr aacute s oportunidad rodar plaza mayor mercado san miguel restaurante bot iacute n plaza villa calle sacramento calle factor palacio real catedral almudena plaza oriente plaza oacute pera puntos emblem aacute ticos m aacute s iexcl disfruta plan ruta guiada madrid segway
260,visita guiada palacio real catedral almudena poder celestial poder hombre encuentran cara cara colina dio origen madrid catedral almudena palacio real dos edificios icónicos ciudad albergan interior innumerables historias elementos gran belleza proponemos conocerlos visita guiada llevará alrededor tres horas recorrer estancias principales consigue entradas visita guiada palacio real catedral almudena madrid
353,recorre madrid ruta apasionante horas media fever ogotours dan oportunidad recorrer periodos fascinantes historia españa aprenderás siglo oro recorrerás popular barrio letras conocerás lugar enterrado miguel cervantes visitarás rincones casa lope vega segunda parte tour visitarás paseo prado consigue entradas realizar tour madrid
23,ghosts of madrid terrorífica ruta nocturna virtual madrid atrévete participar escalofriante inmersiva nocturna sumergirás ruta virtual través móvil interpretarás fantasma pintor diego velázquez día juicio final misión resolver misterios seguir pistas evitar alma vaya purgatorio mientras recorrerás calles madrid conocerás aterradoras historias reales detrás lugares nunca fijado misteriosos secretos esconden famosos aunque verdadero reto mantener calma mientras noche cierne misterios salen luz fantasmas sombras disfruta plan ruta nocturna virtual ghosts of madrid
362,atrévete magia mental escalera jacob apetece divertirte asombrarte partes iguales espectáculo magia asombro humor entrelazan show interactivo magia mentalismo naturalidad pasmosa vicente lucca crea milagro tras escasos centímetros ven descubrirás atmósfera cercana divertida así leen pensamiento magia ocurre propias manos consigue entradas espetáculo magia atrévete magia mental escalera jacob
12,imposible mentalismo javier luxor off latina teatro prepárate imposible javier luxor espectáculo mentalismo dejará indiferente alguna vez limitado propios pensamientos consciente cómo engaña mente hora tomar decisiones imposible testigo increíbles divertidas demostraciones mentalismo pondrán manifiesto cómo manipulados forma pensar javier luxor dirá cómo podemos escapar circulo vicioso tomar vez todas riendas propia mente explorarás rincones divertidos mente humana descubrirás posible modelar percepción realidad conseguir cosas principio imposibles obra moderna divertida cuyo objetivo dar conocer ayuda mentalismo actual manera trabaja mente
429,mentiroso magia carlos devanti escalera jacob mentiroso nuevo espectáculo mentalismo carlos devanti despliegue humor misterio podrás fiarte propios magia sugestión psicología unen dar forma show ambicioso artista fecha mentiroso manera interactiva podrás poner prueba percepción mundo posible predecir futuro puede leer mente contactar allá quizá manera esperas tras quince años cartelera carlos devanti reinventa entrando alto mundo magia mental consigue entradas mentiroso magia carlos devanti escalera jacob madrid
390,mentalista juanma gonzález escalera jacob si gustan s diferentes quieres vivir único escalera jacob espectáculo perfecto reconocido mentalista juanma gonzález hace partícipes asistentes capacidad adentrarse profundo pensamiento individual manera divertida sorprenderá evento único decisiones público protagonistas espectáculo pierdas
434,mentalismo museo cera pablo raijenstein vive única museo cera acompañado gran mentalista pablo raijenstein junto descubrirás secretos guardan salas mítico museo capital exclusiva grupos reducidos experimentarás toda clase fenómenos misteriosos paranormales mientras recorres instalaciones junto pablo reputado mentalista considerado mejores generación mentalismo hipnosis carrera plagada shows actuaciones dejarán palabras listo disfrutar tan especial tan diferentes puedes perder consigue entradas mentalismo pablo raijenstein museo cera madrid
357,magia cara escalera jacob descubre magia cómica mago referente género carlos devanti trae show ilusionismo humor mentalismo misterio risas trucos imposibles delante narices frotarte ojos vez consigue entradas magia cara escalera jacob madrid
374,juega mente escalera jacob juega mente puzzle espectáculo sorprendente dinámico tremendamente divertido usando combinación habilidades únicas incluyen ilusionismo psicología comunicación verbal comedia etc fito crawford logra serie efectos mentales increíbles parecen desafiar toda lógica show varios elementos van encajando formando pieza final dentro propia mente consigue entradas juega mente puzzle fito crawford escalera jacob madrid
400,hora secretos escalera jacob espectáculo desgrana manera dinámica entretenida magia siglo xvi días viaje mundo magia efectos clásicos joyas maestros pasado rescatados páginas libro sorprender públicos hoy consigue entradas hora secretos escalera jacob madrid
13,entretenedor comedia mágica borjo meyer off latina teatro borjo meyer propone noche magia comedia improvisación presentará mejor increíble nunca vista ilusionismo cree entretenedor recopilación absurdeces destinadas entretener espectadores través imposible magia socarronería comedia ingenuidad improvisación borjo entrega público presuntuosamente bufón moderno noble tarea hacer reír ingenio gracias desgracias consigue entradas entretenedor off latina teatro madrid
411,venganza don mendo teatro victoria tras éxito obtenido grandes clásicos miserables cyrano bergerac conde montecristo casa bernarda alba señorita julia compañía paloma mejía martí presenta venganza don mendo obras importantes pedro muñoz seca ocasión compañía teatro paloma mejía adapta formas escénicas contemporáneas mejores parodias tiempos caricatura dramas románticos siglo xix gran exponente astracán género cómico menor creado pedro muñoz seca consigue entradas venganza don mendo teatro victoria madrid
450,entradas clímax teatro alfil descubre fenómeno teatral conquistado espectadores clímax divertidísima comedia personas ayudan unas ser poquito felices obra amistad primer amor sexo pasión maternidad celos venganza dos chicas quieren ser madres mitad caos ru puede apartar mirada enorme atractivo mejor amigo marilis cumple años lleva malamente marta juan encuentran consulta rayos x loquita mejor lola recibe masaje final feliz sorpréndete alocadas historias descubre lleva tantas temporadas triunfando cartelera si visto repite compra entradas clímax teatro alfil madrid
412,miserables víctor hugo teatro victoria siete temporadas éxito texto dramático obras representativas literatura francesa jean valjean condenado cinco años prisión robo barra pan termina convertirse diecinueve años encierro tras salir cárcel jean valjean convertido ser desconfiado insensible rechazado sociedad vez cruzan camino personas monseñor myriel hará comprender si deja atrás rencor quizá quede oportunidad cambiar destino jean reconduce vida basta querer ser mejor pequeño error hará inspector javert perro presa aceche años obra describe realidad desesperanzada sectores bajos parís mediados siglo xix época plagada revueltas cambios sociales consigue entradas miserables víctor hugo teatro victoria madrid
410,microclásicos casa bernarda alba teatro victoria tras éxito obtenido grandes clásicos miserables víctor hugo cyrano bergerac conde montecristo señorita julia cía paloma mejía martí presenta casa bernarda alba obras importantes federico garcía lorca españa rural principios siglo xx bernarda alba viuda segunda vez obliga cinco hijas mantener riguroso prolongado luto aísla mundo exterior seis mujeres madre bernarda criada hogar protagonizan obra escribió federico garcía lorca nunca pudo llegar ver representada casa bernarda alba moral represiva yugo apariencias ponen solfa derechos mujer adaptada cía teatro paloma mejía martí formas escénicas contemporáneas obra atemporal sigue siendo ejemplo valor dramaturgos sociedades actuales compra entradas casa bernarda alba teatro victoria madrid
395,fabiolo connection teatro alfil tras paso pistas cool península florida barbados fabiolo contratado dar clases tenis hija jeque poderoso emirato árabe aquí comenzará nuevo periplo vital pijo deslenguado vivaz sotogrande arenas ardientes desierto lujosa jaima emir pasarás exclusivos casinos montecarlo pasadizos moncloa piscinas vaticano viaje viaje fabiolo hará repaso candente actualidad estilo fresco irreverente acostumbrado consigue entradas fabiolo connection teatro alfil madrid
11,mitos griegos historias mitología off latina teatro mitología griega narrada viva voz gesto acompañados solo pocos objetos tres historias enlazadas debieron contar homeros grecia creta niños adultos así estimulando maestría narrador maquinaria imaginación héctor urién sumerge egeo introduce barco ulises acompañando marineros corriendo suertes aventuras encierra laberinto plantea enigmas casi esfinge libera risa emoción gran espectáculo palabra habitada sabe pan x d
145,flamenco real temporada tablao teatro real flamenco real regresa nueva emocionante temporada reúne mayores talentos flamenco actual escenario tablao teatro real meses diciembre julio podrás disfrutar directo alguno nombres relevantes género serie espectáculos baile cante música inundarán cada rincón emblemático teatro real arte flamenco oportunidad presenciar cómo tradición modernidad van mano temporada tan especial vas perder consigue entradas flamenco real temporada madrid x d x d x d
478,espectáculo flamenco cueva lola pleno centro madrid popular barrio latina encuentra tablao flamenco cueva lola espacio plantas alberga cueva siglo xvii lugar único disfrutar auténtico espectáculo flamenco tablao artistas forman cuadro habitualmente juan debel cante jaime gonzález guitarra rubén puertas baile sara pérez baile flamenco puro consigue entradas espectáculo flamenco cueva lola madrid
327,clase flamenco hotel ocean drive madrid diviértete clase introducción flamenco tanguillos cádiz desiré romero conocerás distintos palos flamenco ritmos skybar hotel ocean drive madrid disfrutarás unas magníficas vistas teatro real cielo madrid refrescarás degustación rebujitos final taller puede ser redonda disfruta clase flamenco hotel ocean drive madrid
393,teatro flamenco espectáculo emociones teatro flamenco top madrid magia cante baile guitarra flamenca reúnen escenario teatro íntimo acogedor sumergirás pasión flamenco puro auténtico mano grandes figuras juntan arte diferentes espectáculos pierdas única vivir sentir flamenco patrimonio cultural inmaterial humanidad
300,tiempo flamenco vivo bala perdida club tiempo espectáculo único original creativo representan palos importantes flamenco través transcurso propia vida espectáculo gira torno transcurso tiempo estableciendo relación distintas etapas vida ser humano distintas disciplinas flamenco pierdas consigue entradas tiempo flamenco vivo bala perdida club madrid
290,amiguis show impro millenial amiguis show improvisación deportiva apoya diversidad sexo afectiva todxs caben importante buen rollo dentro note enemiguis gustan preparados impro millenial consigue entradas amiguis show impro millenial bala perdida club madrid
387,impro café show escalera jacob tres camareros cansados rutina hartos poner cafés velocidades trepidantes lanzar comandas dignas record guinness deciden tomarse descanso elaborar propios cafés llenos historias locas fantásticas puede absurdas consigue entradas impro café show escalera jacob madrid
363,mad improv teatro improvisado inglés mad improv teatro improvisado completamente inglés actores basarán actuación sugerencias público pura diversión espontánea descubre único teatro improvisación inglés madrid consigue entradas mad improv espectáculo teatro improvisado escalera jacob madrid
458,ira gran tiki show impro escalera jacob ira gran tiki espectáculo improvisación cuatro improvisadores divididos dos bandos competirán divertidos juegos improvisación siguiendo directrices ancestral tótem protector gran tiki público representará papel tribu tikititienses dictamine si improvisadores superan pruebas impuestas gran tiki sólo sino participan juegos habilidad creación historias pierdas oportunidad participar show comedia interactivo historias nunca volverán repetir pienses gran tiki caprichoso favores cambian tiempo consigue entradas ira gran tiki escalera jacob madrid
1,impro noche invierno escalera jacob apuntas impro propuestas lanzadas fresca permitirán improvisadores crear historias divertidas irrepetibles forma espontánea guion remedio darse chapuzón venga sol galerna impro noche invierno surfearemos juegos molones complicadas pruebas ingenio actores solo dispondrán creatividad superarlos guardamos sitio pareo consigue entradas impro noche invierno escalera jacob madrid
346,desvírgame batalla monologuistas bala perdida club vuelve desvírgame show monólogos mas divertido madrid vez bajo temática roast battle monologuistas premio cada día jurado público valorar auténtica lucha chistes consigue entradas desvírgame batalla monologuistas bala perdida club madrid
536,escape room urbano grupos personas dí opciones incluyen juego escape room urbano horas aproximadamente grupos dos seis personas juego juego aventura parapoly trata solo ver monumentos ciudad sino escuchar dicen deben buscar pistas investiga señales resuelve acertijo ello necesario par amigos móvil inteligente bolígrafo mapa juego partida dura par horas posible hacer descanso comer cenar incluso parar noche continuar día siguiente informacion juego http madrid parapark parapoly
512,escape game personas sala elegir incluye escape game salas participantes duración partida minutos salas disponibles antídoto budapest express pecados capitales narco ciudad perdida detalles juegos antídoto dificultad necesita derrotar dr brandt salvarte mismo mundo edad mínima recomendada años menores años deben ir siempre acompañados adulto dentro sala budapest express dificultad solucionad acertijos rompecabezas recopilad pruebas resolved crimen demasiado tarde tener encontrar asesino encuentre tiempo apremia edad mínima recomendada años menores años deben ir siempre acompañados adulto dentro sala pecados capitales dificultad podréis completar misión escaparos iglesia reloj dé medianoche maldición seguirá persiguiéndote nombre acabará grabado lápida panteón familiar edad mínima recomendada años menores años deben ir siempre acompañados adulto dentro sala narco dificultad secuestrados señor droga dos formas salir cuál elegirás edad mínima recomendada años menores años deben ir siempre acompañados adulto dentro sala ciudad perdida dificultad podréis recuperar diario encontrar tesoro escapar templo demasiado tarde tiempo apremia edad mínima recomendada años menores años deben ir siempre acompañados adulto dentro sala proceso canje seleccionar sala escape aquí elegir antídoto budapest express pecados capitales narco ciudad perdida pinchar reserva ahora seleccionar número personas día hora rellenar datos introducir código cupón apartado cupón descuento pinchar realizar pago reserva aparezca precio final reserva confirmada
533,escape room actores maldición balaguer sala privada solo caso grupo personas habitación disponible maldición balaguer descripción atrévete entrar si logras salir cuéntanos ocurrió hace años terrible virus asoló campos comarca dejando muertos paso manera extraña balaguer familia clase media habitaba pequeña casa comarca perturbados ciegos miedo aislaron pudiera hacer daño pequeña hija aurora obsesión permitir paso nadie pudiera traer maldición casa volvió extrema llegaron afirmar peste embargo pueblerinos decían balaguer casa portal mundo muertos dado mucha gente simplemente desaparecía hoy hoy nadie atreve entrar dice dentro alimentan almas perdidas horarios pases escape room duración minutos restricciones edad
511,juego escape personas enigmas room juego escape personas enigmas room
499,escape room habitaciones elegir pe escape rooms elegir jungla ashe orishas duración minutos dificultad sinopsis descendiente africanos diego grillo practicaba secreto religión yoruba madre esclavizada ancestros mulato habanero protegen mitades mapa tesoro adentraros religión conseguir orishas confíen sed respetuosos sabiduría hará ganar tiempo si descubren engaño recaerá embrujo expulsaran bahía matanza siempre tesoro permanecerá oculto resto eternidad mansión gobernador duración minutos dificultad sinopsis ayuda tripulación diego grillo recuperar única parte mapa tesoro robada españoles ello buen bucanero deberás adentrarte aposentos privados gobernador cuba encontrar caja fuerte señor casa fiesta conseguido neutralizar guardia buen rato mezcla belladona cuidado tiempo cualquier momento puede despertar silencio misión requiere ser cuidadoso podemos llamar atención casas cercanas despertar guardia pues dará voz alarma jamás podremos recuperar mitad mapa barco fantasma duración minutos dificultad sinopsis constancia menos dos gobernadores isla cuba persiguieron temido pirata diego grillo décadas robo tesoro mérida piratas asegura capturado ahorcado españoles leyendas cuentan sufrió naufragio cerca cienfuegos habitantes juran escuchan lamentos mulato lucifer fatídico día parece ser barco yace fondo grutas isla tripulación lucifer honor conseguido dos mitades mapa guiará hacia tesoro escondido años atrás admirado capitán tras última expedición supo pesar numerosas búsquedas ningún corsario bucanero aventurero sido capaz encontrar barco audaces recuperar tesoro protegía diego grillo válido solo mayores años
510,partida escape game grupos participan incluye escape room juego grupos privados participantes personas duración juego hora restricciones edad años menores acompañados adulto sinopsis escape room virus pone papel agentes especiales deben infiltrarse base científica enemiga creado virus letal enemigo pretende utilizarlo población civil misión impedirlo escape room habitación tematizada encuentran diferentes objetos distribuidos dichos objetos forman parte serie acertijos juegos lógica resolver lograr objetivo resolver misión menos minutos entrar sencillo salir tiempo desafío
490,juegos escape room participan descripción juegos salas disponibles celda lupin psiquiátrico restricción edad mínimo años caso ser acompañado adultos poder jugar forma independiente control adulto edad mínima años duración media juego hora límite participantes según opción elegida opción juegos puede ser mismo grupo jugadores jugar dos salas seguidas dos grupos personas jugar dos salas simultáneamente celda lupin adentráte celda famoso ladrón francés lupin localiza valioso cuadro robado sal cárcel ser descubierto dificultad tema crimen cárcel sinopsis hace casi año famosísimo caballero ladrón realizó mejores trucos llevando cabo robo grande historia francia robo sustrajeron obras arte valor millones euros tras haber sido capturado bajo múltiples personalidades lupin actualmente encuentra cárcel máxima seguridad parís espera juicio tiempo mayoría obras sido recuperadas falta cuadro valioso flores según rumorea lupin consiguió llevárselo consigo cárcel nadie encontrara psiquiátrico entra dependencias dr vilches investiga extraños tratamientos descubre sucedido famosa reportera dificultad tema misterio tétrico sinopsis mientras realizaba programas basado psiquiátricos siguen abiertos día hoy españa reportera jefe programa famoso investigación desaparecido buscando país según comenta director cadena último día vieron redacción comentaba debía visitar famoso psiquiátrico cervantes psiquiátrico conocido curaciones milagrosas gracias extraños tratamientos doctor vilches policía tras visitar dependencias descartado primeras exista relación desaparición reportera psiquiátrico nuevas pistas evidencias investigación llegado callejón salida cadena televisión sigue pensando raro asunto
521,fotoretiro fotoretiro
519,fotografy duración curso horas temario curso fotografía control luz apertura obturación sensibilidad iso apps nativas iphone android control luz apps nativas apps terceros iphone android uso flash composición básica retoque fotográfico apps retoque iphone android instagram
518,fotografy elige tres opciones book fotográfico cd fotos retoques asesoramientos estilismo persona vez book fotográfico cd fotos retoques asesoramientos estilismo fotos impresas persona vez book fotográfico grupos cd fotos retoques asesoramientos estilismo fotos impresas vez detalles servicio todas opciones incluyen sesión fotográfica fotografías alta calidad entregadas formato digital cd si desea pendrive aportado cliente fotos retocadas profesionalmente entregadas formato digital asesoramientos estilismo peluquería maquillaje vestuario opciones incluyen fotografías impresas x cm elegidas todas sesión
517,fotografy elige opciones curso intensivo iniciación fotografía prácticas exterior horas vez curso intensivo fotografía horas prácticas exterior vez curso intensivo iniciación fotografía prácticas exterior horas curso pensado dar primeros pasos fotografía duración horas enfocado enseñar alumno conocer usar cámara forma creativa empieza enseñanza tres principios básicos controlar fotografías obturador diafragma elección iso ahí va cámara mano sacar primeras fotografías alumno maneja encuadres controla luz efectos siempre supervisión profesor aprende manejar soltura modos semi atomáticos entender utilidad obtener fotos quiere curso pueden sacar fotos bien expuestas enfocadas efectos estelas movimiento desenfoque fondo sólo necesita cámara fotos ser posible reflex suficiente aprender fotografía hacer buenas fotos contenido requisitos curso curso intensivo fotografía horas prácticas exterior curso consta dos sesiones días diferentes primera sesión horas dará explicación teórico práctica fundamentos fotografía digital terminando salida fotográfica alumno ejercitará aprendido apoyo profesor segunda parte horas alumno seguirá práctica vez propondrá ejercicio fotográfico objetivo concreto valorará clase junto resto compañeros contenidos curso primera sesión aula introducción aspectos básicos cámara ajustes botones menús luz forma cómo miramos realidad cómo mira cámara luz mide entender fotómetro cámara exposición cómo mide luz fotografía balance blancos compensación enfocando autofoco foco manual apertura forma controlar luz paisajes nítidos gancho obturador forma controlar luz capturar instante huir fotos borrosas barridos congelación sujeto modos semiautomáticos prioridad apertura velocidad sensibilidad iso ajustar cámara escena paso control luz formatos raw jpg dng ajustes cámara práctica fotográfica práctica i poner práctica aprendido salimos tirar fotos guiados profesor ejercitaremos técnicas enfoque medición luz obturación apertura diafragma iso segunda sesión aula componer tres consejos fotos vayan mejorando notablemente mirada forma única ver realidad guardar organizar fotos retoque básico imprescindible fundamentos lightroom práctica fotográfica práctica ii propone plan trabajo objetivo fotográfico concreto valoración grupo ejercicio realizado cada alumno requisitos cámara fotos reflex compacta función manual smartphone podemos introducirnos fotografía conocer principios aunque solo gama alta permiten manejo modo manual
520,fotografy fotografy
516,neural fotografía incluye curso intensivo iniciación fotografía prácticas exterior curso pensado dar primeros pasos fotografía duración horas enfocado enseñar alumno conocer usar cámara forma creativa empieza enseñanza tres principios básicos controlar fotografías obturador diafragma elección iso ahí va cámara mano sacar primeras fotografías alumno maneja encuadre controla luz efectos siempre supervisión profesor aprende manejar soltura modos semi automáticos entender utilidad obtener fotos quiere opción curso edición horas curso enseña alumno realizar primeros ajustes foto camera raw corrigiendo exposición equilibrio blancos contraste dotar foto balance tonal adecuado después continúa photoshop aprende técnicas básicas retoque composición digital limpieza imperfecciones piel eliminación sustitución fondos mejora cielos etc realización curso alumnos deberán contar ordenador programa edición mencionado si cambia primera reserva solicitará fianza siguientes reservas
514,mes clases elegir persona mes clases elegir persona
501,bono clases flamenco nivel iniciación incluye clases flamenco nivel iniciación clases enseña mover pies brazos manos realizar giros arte flamenco perder equilibrio realizar marcajes toda técnica corporal necesita dominar bailar flamenco información adicional duración clases minutos horarios clases horas vez canjeado cupón clases dan mes
528,descuento clase baile salsa hak clase salsa clases salsa divertidas conocer gente aprender pasarlo genial clases salsa todas edades entorno precioso exterior baila desconecta disfruta
513,mes clases baile estilo elegir escuela mes clases baile estilo elegir escuela
487,cata vinos elegir queso guarniciones jamón incluye cata vino elegir personas duración hora grupos personas máximo mesas personas máximo cata quesos vinos guarniciones comenzará breve explicación cuatro quesos van maridar cuatro vinos guarniciones todas catas menos ganado premio mejor queso mundo cuanto vinos verdejo roble ribera duero cuerpo fruta elaborado quintanilla onésimo marqués murrieta reserva rioja vino natural dulce variedad uva shiraz sigue pequeña introducción maridaje continuación pasa catar cada queso vino recomienda maridar explicar razones creemos hacen cada queso irá además acompañado guarnición completar maridaje cata vinos aromas jamón ibérico bellota puede trabajar nez du vin juego aromas ayudando apreciar mejor aromas vinos ejemplo maridaje vinos blancos tintos jamón ibérico bellota vinos españoles seleccionados función aportan cata aromas maridaje etc habla elaboración vino cata maridaje jamón lleva cata pareja media ración jamón ibérico bellota marca beher ganado premio mejor jamón mundo prohíbe consumo bebidas alcohólicas menores años
492,visita degustación vinos ibéricos aove queso descubre exquisita amplia selección vinos bodega detalle visita realiza grupos reducidos personas hora media aproximadamente personas llevará cabo explicación así degustación dos vinos rioja ribera duero degustación aceites oliva extra virgen rueda deliciosos ibéricos tierra jamón chorizo salchichón ibérico queso manchego pan tumaca puedes descubrir selección vinos aquí prohíbe consumo bebidas alcohólicas menores años
491,visita guiada tradicional premium bodega ner visita tradicional prémium bodega cata vino degustación quesos guiada acompañada algún miembro familia explica proceso elaboración vinos historia anécdotas curiosidades duración aproximada horas comienza patio pequeña introducción accede sala entrada observan instrumentos herramientas objetos utilizado utilizan bodega explica historia familiar generaciones bodegueros accede ala sala tinajas contemplan tinajas barro años antigüedad explica proceso elaboración accede sala barricas revela proceso elaboración vinos crianza diferentes características formatos técnicas curiosidades visita sala depósitos gran capacidad vieja habitación aceite recorrido termina cueva vinagre lugar elabora vinagre tina antiguo vinagre familia último da comienzo cata vinos degustación queso neri tinto neri blanco queso chinchón rosa amarilla prohíbe consumo bebidas alcohólicas menores años
495,visita guiada cata vinos personas visita guiada recinto cata bodega años visita recinto bodegas jesús díaz hijos descubriendo toda historia procesos producción vinos artesanales cata realiza salón patio castellano aire libre así bodega tinajas cueva grupos reducidos exclusivos disfrutar unas vistas valle lleva aranjuez cata vinos blanco jesús díaz hijos rosado jesús díaz hijos tinto jesús díaz hijos picoteo patatas fritas picos panes cómo llegar puede llegar autobús sale conde casal madrid va destino colmenar oreja bajar parada estación autobuses parada destino prohíbe consumo bebidas alcohólicas menores años
493,visita bodega degustación vinos p visita bodega degustación vinos p
494,visita bodega cata bodega restau incluye visita bodega cuevas s xvii personas cata tres vinos picoteo duración visita minutos cata vinos consta vino persona siguientes variedades vino blanco vino tinto vino rosado picoteo
523,entrada obra cena idiotas marzo entrada obra cena idiotas marzo
526,entrada espectáculo comedia tuppersex entrada espectáculo comedia tuppersex
525,entrada emociones abril entrada emociones abril
522,entrada monólogo beer sex night licenciada entrada monólogo beer sex night licenciada cecilia ce público adulto duración hora minutos teatro teatro alcalá sala dirección teatro c jorge juan funciones mayo mayo sinopsis show ciencia sexo humor derribar mitos vivir sexualidad plena consensuada segura ficha técnica licenciada cecilia ce
524,entrada emociones teatro flamenco madrid incluye entrada persona espectáculo emociones teatro flamenco madrid tipo asiento entradas numerar público recomendado públicos duración minutos excepciones entrada gratuita menores años fechas disponibles h h sinopsis teatro flamenco madrid disfrutarás única descubrir auténtica esencia flamenco primer teatro dedicado exclusiva género reconocido patrimonio inmaterial humanidad unesco propósito acercar flamenco públicos además conciertos reconocidos artistas cuenta programación diaria emociones espectáculo cante baile guitarra elenco artistas primer nivel recorren principales estilos flamenco marco único sala teatro luz velas ambiente tan íntimo acogedor recuerda míticos cafés cantantes despierta magia conecta espectador artista
529,conducción ferrari f spider lamb cupón queremos disfrutes única volante deportivo si quieres descargar estrés liberar adrenalina esperas elige tres opciones bautismo conducción km porsche corvette c carrera persona ruta conducción km ferrari ida porsche vuelta lamborghini ida corvette c carrera vuelta ruta conducción km ferrari ida porsche vuelta lamborghini ida corvette c carrera vuelta centro norte navarra solo podrá utilizar ferrari lamborghini opción bautismo conducción elige porsche corvette c ruta km trayecto minutos aprox duración carretera virada perfecto tramo autovía trayectos apenas tráfico idóneos probar estilos conducción ruta km ruta carretera virada perfecto tramo autovía toda apenas tráfico plena naturaleza descubrir estilos conducción consiste ver funcionamiento potencia desarrollan mejores máquinas mundo motor rpm coche quieres conducir porsche carrera velocidad punta km h tracción trasera potencia cv motor boxer cambio manual sport aceleración corvette c carrera velocidad punta km h tracción trasera potencia cv motor cc v cambio automático secuencial aceleración aceleración ferrari f spider velocidad punta km h tracción trasera potencia cv par motor motor v cambio secuencial f aceleración aceleración hcc sport cars empresa española especializada planificación realización rutas medida años permite conocer entornos privilegiados volante coches deportivos acompañado instructor profesional guiará trayecto
507,curso rally bmw si coches carreras rallys siempre sido pasión cupón haz clic velocidad elige cuatro opciones curso iniciación rally vez curso rally xperience vez curso rally xperience pro vez curso rally xperience pro duo vez rally xtrem ofrece curso rally elegir iniciación rally rally xperience rally xperience pro bmw v casi cv curso impartido fran bolaños reconocido piloto español campeón españa categoría am drift open slalim drift coche bmw i motor cc v m b potencia cv par máximo nm peso kg aceleración km h segundos velocidad máxima km h caja manual velocidades elige curso iniciación rally minutos bienvenida recepción briefing teórico técnica vueltas demostrar aprendido curso rally xperience minutos bienvenida recepción briefing teórico técnica vueltas demostrar aprendido curso rally xperience pro pro duo minutos elegir dos personas bienvenida recepción briefing teórico técnica vueltas demostrar aprendido rally xtrem rally xtrem empresa dedicada mundo drift ofrecen s cursos conducción drift dispone ello bmw i v cc cv s realizan circuito asfalto tierra
506,conducción ferrari lamborghini cochazos elegir porsche ferrari f c v lamborghini gallardo c v porsche c v rutas disponibles ruta carretera abierta km acompañado instructor solo porsche ruta carretera abierta km ruta carretera abierta km ruta carretera abierta km ruta carretera abierta km disponible porsche actividad incluye seguro responsabilidad civil
508,conducción drift asfalto tierra bmw i conducción drift asfalto tierra bmw i
541,conducción circuito jarama conducción circuito jarama homenaje puede salir límites habituales conduciendo deslizando westfield aerorace coches cv kg peso mantienen esencia antaño controles electrónicos sensaciones puras volante rompe conducción habitual coches calle vive retos adrenalina emoción presentes dentro circuito acotado m monitor acompaña usuario momento va explicando funcionamiento guiando técnicas conducción espectaculares aerorace pueda sacar máximo rendimiento además podrás entrenar reflejos volante crazy cart permiten sentir conducción deslizante divertida mejora destreza coordinación circuito especialmente diseñado ello acompañantes podrán ver evolución piloto esperarle cómodamente sorprendente zona hospitality terraza chill out incluye recepción bienvenida acceso zona hospitality briefing sesión vueltas crazy cart sesión pilotaje westfield aerorace vueltas sesión copilotaje westfield aerorace vueltas
505,sesión hora simulador racing snack incluye hora simulador racing diamond juegos iracing assetto corsa personas snack bebida persona ej patatas fritas chocolatina agua refresco
502,partidas bolos zapatos bebida centros partidas bolos zapatos bebida centros
503,partidas bolos zapatos bebida persona incluye partidas bolos alquiler zapatos bebida bebida elegir cerveza agua refresco únicamente bebidas grifo cerveza barril festivos según opción elegida centros participantes xanadú madrid paterna valencia prohíbe consumo bebidas alcohólicas menores años
497,partidas bolos persona dos perrito ca groupon partidas bolos persona dos perritos calientes sándwiches mixtos bebidas vez detalles servicio cupón bolera bowling chamartín ofrece posibilidad disfrutar cuatro partidas bowling dos personas dos persona instalaciones madrid perrito caliente sándwich mixto bebida incluidos bolera oficial real federación española bolos incluye cupón partidas bowling dos personas dos persona sándwich mixto perrito caliente persona bebida persona elegir cerveza agua refresco
498,partidas bolos zapatos bebida persona incluye partidas bolos persona alquiler zapatos bebida elegir cerveza agua refresco validez l v s d festivos según opción elegida consultar horarios aquí prohíbe consumo bebidas alcohólicas menores años
